0.190525 5000
0.190495 5000
0.19049 5000
0.188482 5000
0.188497 5000
0.192455 5000
0.190492 5000
0.190489 5000
0.189492 5000
0.189493 5000
0.188498 5000
0.187498 5000
0.189493 5000
0.186501 5000
0.189491 5000
0.189461 5000
0.190458 5000
0.190493 5000
0.192491 5000
0.189489 5000
0.188496 5000
0.188495 5000
0.19049 5000
0.189499 5000
0.190486 5000
0.77194 10000
0.755971 10000
0.755977 10000
0.751989 10000
0.753982 10000
0.758998 10000
0.759974 10000
0.754979 10000
0.753983 10000
0.751988 10000
0.760927 10000
0.749994 10000
0.767975 10000
0.755979 10000
0.756943 10000
0.749994 10000
0.758007 10000
0.760964 10000
0.763958 10000
0.754979 10000
0.756944 10000
0.760969 10000
0.757009 10000
0.752981 10000
0.757975 10000
1.7174 15000
1.71641 15000
1.70045 15000
1.70846 15000
1.70743 15000
1.71043 15000
1.70943 15000
1.71741 15000
1.70441 15000
1.70348 15000
1.70846 15000
1.69547 15000
1.70242 15000
1.70347 15000
1.69549 15000
1.69447 15000
1.71142 15000
1.70543 15000
1.7064 15000
1.70843 15000
1.70048 15000
1.70643 15000
1.70444 15000
1.71046 15000
1.71043 15000
3.03288 20000
3.04283 20000
3.02993 20000
3.03189 20000
3.04585 20000
3.0169 20000
3.03089 20000
3.03388 20000
3.02693 20000
3.00896 20000
3.03189 20000
3.05287 20000
3.03289 20000
3.02688 20000
3.02288 20000
3.0269 20000
3.03186 20000
3.03884 20000
3.04589 20000
3.02388 20000
3.01391 20000
3.03986 20000
3.03186 20000
3.01989 20000
3.02687 20000
4.72735 25000
4.73237 25000
4.73733 25000
4.74232 25000
4.7493 25000
4.75432 25000
4.72636 25000
4.77623 25000
4.74432 25000
4.74428 25000
4.72835 25000
4.73334 25000
4.73835 25000
4.72141 25000
4.73835 25000
4.70346 25000
4.70841 25000
4.72041 25000
4.74029 25000
4.69444 25000
4.70544 25000
4.71839 25000
4.70345 25000
4.70142 25000
4.72736 25000
6.80181 30000
6.82771 30000
6.80078 30000
6.82076 30000
6.82276 30000
6.79981 30000
6.83473 30000
6.80381 30000
6.83672 30000
6.81581 30000
6.81774 30000
6.80879 30000
6.81577 30000
6.79984 30000
6.8307 30000
6.81573 30000
6.77289 30000
6.82873 30000
6.81876 30000
6.78086 30000
6.81377 30000
6.8307 30000
6.8307 30000
6.80982 30000
6.78685 30000
9.27519 35000
9.27021 35000
9.24531 35000
9.27619 35000
9.25222 35000
9.28716 35000
9.24827 35000
9.26119 35000
9.30611 35000
9.25923 35000
9.29118 35000
9.2672 35000
9.27217 35000
